Region,Year,hpi,hpi_growth,hpi_growth_pct,Date,Proxy_or_Full
"San Francisco-Oakland-Fremont, CA Metro Area",2005,286.385,0.19201673239612488,19.20167323961249,2005-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2006,307.84000000000003,0.0749166332035548,7.49166332035548,2006-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2007,304.7575,-0.010013318607068732,-1.0013318607068733,2007-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2008,277.7425,-0.08864424993642482,-8.864424993642482,2008-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2009,253.7175,-0.08650098562517441,-8.650098562517442,2009-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2010,249.16,-0.017962891798949637,-1.7962891798949636,2010-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2011,240.8875,-0.03320155723230056,-3.320155723230056,2011-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2012,247.4325,0.027170359607700756,2.7170359607700756,2012-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2013,281.3775,0.13718893031432813,13.718893031432813,2013-01-01,Proxy
"San Francisco-Oakland-Fremont, CA Metro Area",2014,318.255,0.13106058586773994,13.106058586773994,2014-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2005,216.91,0.15327050629378058,15.327050629378059,2005-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2006,251.42000000000002,0.15909824351113375,15.909824351113375,2006-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2007,270.7025,0.07669437594463435,7.669437594463435,2007-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2008,260.90500000000003,-0.036192868554963314,-3.6192868554963313,2008-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2009,235.4075,-0.09772714206320318,-9.772714206320318,2009-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2010,220.18,-0.06468570457610735,-6.468570457610736,2010-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2011,206.7375,-0.061052320828413095,-6.10523208284131,2011-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2012,206.87,6.409093657415475e-4,0.06409093657415474,2012-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2013,223.45000000000002,0.08014695219219806,8.014695219219806,2013-01-01,Proxy
"Seattle-Tacoma-Bellevue, WA Metro Area",2014,244,0.09196688297158193,9.196688297158193,2014-01-01,Proxy
USA,2005,348.52250000000004,0.11352599124572678,11.352599124572677,2005-01-01,Full
USA,2006,373.4975,0.07165964894662458,7.165964894662458,2006-01-01,Full
USA,2007,377.6425,0.011097798512707533,1.1097798512707533,2007-01-01,Full
USA,2008,358.22,-0.05143091680623859,-5.143091680623859,2008-01-01,Full
USA,2009,338.3375,-0.05550360113896502,-5.550360113896502,2009-01-01,Full
USA,2010,324.52250000000004,-0.04083200945801143,-4.083200945801143,2010-01-01,Full
USA,2011,311.96000000000004,-0.03871072113643892,-3.871072113643892,2011-01-01,Full
USA,2012,311.1225,-0.0026846390562893768,-0.2684639056289377,2012-01-01,Full
USA,2013,322.7475,0.037364703613528435,3.7364703613528434,2013-01-01,Full
USA,2014,338.765,0.049628579617192956,4.962857961719296,2014-01-01,Full
